,prompt,question
66,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mason has 7 building blocks. He uses 4 blocks to build a tower and then finds 1 more under the table. How many building blocks does Mason have now?",Mason has 7 building blocks. He uses 4 blocks to build a tower and then finds 1 more under the table. How many building blocks does Mason have now?
67,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 12 people at the beach. 5 people leave. Then 3 more come to the beach. How many people are at the beach now?",There are 12 people at the beach. 5 people leave. Then 3 more come to the beach. How many people are at the beach now?
68,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Carter has 14 stickers. He gives 5 stickers to his friend and then receives 3 more from the teacher. How many stickers does Carter have now?",Carter has 14 stickers. He gives 5 stickers to his friend and then receives 3 more from the teacher. How many stickers does Carter have now?
69,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mia has 18 candies. She shares 7 with her friends and then buys 4 more. How many candies does Mia have now?",Mia has 18 candies. She shares 7 with her friends and then buys 4 more. How many candies does Mia have now?
70,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Liam has 9 gummy bears. He gives 3 gummy bears to his brother. Later, he finds 2 more gummy bears on the table. How many gummy bears does Liam have now?","Liam has 9 gummy bears. He gives 3 gummy bears to his brother. Later, he finds 2 more gummy bears on the table. How many gummy bears does Liam have now?"
71,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emily has 8 crayons. She buys 4 more at the school store. She trades 9 crayons to her friends. How many crayons does Emily have now?",Emily has 8 crayons. She buys 4 more at the school store. She trades 9 crayons to her friends. How many crayons does Emily have now?
72,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The school bus picks up 12 students. 3 students get off at the first stop, and 2 more students join at the next stop. How many students are on the bus now?","The school bus picks up 12 students. 3 students get off at the first stop, and 2 more students join at the next stop. How many students are on the bus now?"
73,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 9 apples in the teacher's basket. She gives 4 apples to the students as a snack. She buys 3 more apples from the canteen. How many apples are there in the basket?",There are 9 apples in the teacher's basket. She gives 4 apples to the students as a snack. She buys 3 more apples from the canteen. How many apples are there in the basket?
74,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Chloe has 12 candies. She eats 3 candies and then receives 2 more from the teacher. How many candies does Chloe have now?",Chloe has 12 candies. She eats 3 candies and then receives 2 more from the teacher. How many candies does Chloe have now?
75,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Grace has 9 rubber bands. She uses 4 rubber bands for her hair and then receives 3 more rubber bands from her friend. How many rubber bands does Grace have now(Remained)?",Grace has 9 rubber bands. She uses 4 rubber bands for her hair and then receives 3 more rubber bands from her friend. How many rubber bands does Grace have now(Remained)?
76,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 15 desks in the classroom. If 8 students leave for a field trip and 5 more return, how many students are sitting at the desks?","There are 15 desks in the classroom. If 8 students leave for a field trip and 5 more return, how many students are sitting at the desks?"
77,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Jake has 12 building blocks. He uses 3 blocks to build a tower and then finds 2 more under the table. How many building blocks does Jake have now?",Jake has 12 building blocks. He uses 3 blocks to build a tower and then finds 2 more under the table. How many building blocks does Jake have now?
78,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lily has 14 cupcakes. She gives 2 cupcakes to her friend. Later, she buys 7 more cupcakes from the bakery. How many cupcakes does Lily have now?","Lily has 14 cupcakes. She gives 2 cupcakes to her friend. Later, she buys 7 more cupcakes from the bakery. How many cupcakes does Lily have now?"
79,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Addition & Subtraction(Within 20),
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Ava has some stickers. She gives half of them to her sister. Then, her sister gives Ava 3 stickers back. If Ava now has 7 stickers, how many did she start with?","Ava has some stickers. She gives half of them to her sister. Then, her sister gives Ava 3 stickers back. If Ava now has 7 stickers, how many did she start with?"
80,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Ben has 7 red apples. Lucy has 5 green apples. How many more apples does Ben have?",Ben has 7 red apples. Lucy has 5 green apples. How many more apples does Ben have?
81,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Zoe has a number of pencils that is 5 less than 42. What is the number of pencils Zoe has?",Zoe has a number of pencils that is 5 less than 42. What is the number of pencils Zoe has?
82,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#If a train travels 45 miles and a car travels 32 miles, how much farther did the train travel?","If a train travels 45 miles and a car travels 32 miles, how much farther did the train travel?"
83,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Maria has 7 stickers. Jake has 10 stickers. How many more stickers does Jake have than Maria?",Maria has 7 stickers. Jake has 10 stickers. How many more stickers does Jake have than Maria?
84,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Dave has 7 apples. Bob has 2 apples. Who has more apples?",Dave has 7 apples. Bob has 2 apples. Who has more apples?
85,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Compare numbers,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 8 red balls and 6 blue balls. Which color has more balls?",There are 8 red balls and 6 blue balls. Which color has more balls?
