,question,solution,math_topic,grade,standards_alignment,accuracy,solvability,appropriateness,good
34,"A Virtual Reality (VR) company has 48 headsets to package and ship to customers. They want to put 4 headsets in each box. How many boxes will they need to buy, and how many headsets will be left over?","To find out how many boxes they need, we need to divide the total number of headsets (48) by the number of headsets per box (4).
48 / 4 = 12
This means they can fill 12 boxes with 4 headsets each.
To find the remainder, we can multiply the number of boxes (12) by the number of headsets per box (4) and subtract from the total number of headsets.
12 x 4 = 48
48 - 48 = 0
Since 48 divided by 4 has no remainder, they will not have any headsets left over.
The final answer is 12.","1. Single-step and multistep addition, subtraction, multiplication, and/or division with whole numbers where:
   i) sums, differences, and products do not exceed five digits;
   ii) factors do not exceed two digits by three digits;
   iii) divisors do not exceed two digits; or
   iv) dividends do not exceed four digits
2. Division with remainders
3. Single-step and multistep addition, subtraction, and/or multiplication of decimals
4. Single-step division with decimals",5,1,1,1,1,1
35,A bakery has $4.50 to spend on ingredients for their cookie sale. Each batch of cookie dough costs $0.90 to make. How many batches of cookie dough can the bakery make with the money they have?,"To find out how many batches of cookie dough the bakery can make, we need to divide the total amount of money they have ($4.50) by the cost of each batch of cookie dough ($0.90).
$4.50 ÷ $0.90 = 5
The final answer is 5.",1. Single-step division with decimals,5,1,1,1,1,1
36,"A bakery has 480 cookies to package in boxes that hold 12 cookies each. How many boxes can they fill, and how many cookies will be left over after filling the boxes?","To find out how many boxes the bakery can fill and how many cookies will be left over, we first need to divide the total number of cookies (480) by the number of cookies each box can hold (12).
480 / 12 = 40
This means the bakery can fill 40 boxes. 
To find the remainder, we need to multiply the number of boxes (40) by the number of cookies each box can hold (12) and subtract this from the total number of cookies (480).
40 x 12 = 480
480 - 480 = 0
The final answer is 40 boxes with no cookies left over.","1. Single-step division with remainders for a one-digit divisor and a two- or three-digit dividend
2. Single-step or multistep addition and/or subtraction with whole numbers less than 1,000,000",4,1,1,1,1,1
37,A bakery is having a promotion where every 8th customer receives a free pastry and every 12th customer receives a free drink. Which customer will be the first one to win both the free pastry and the free drink?,"To find the first customer who will receive both the free pastry and the free drink, we need to find the least common multiple between the winners of the free pastry (every 8th customer) and the winners of the free drink (every 12th customer). 
To find the least common multiple, we can list the multiples of 8 and 12 and find the smallest number that appears in both lists.
The multiples of 8 are: 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192, 200, 208, 216, 224, 232, 240.
The multiples of 12 are: 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 132, 144, 156, 168, 180, 192, 204, 216, 228, 240.
We can see that the least common multiple of 8 and 12 is 24.
This means the 24th customer will be the first to receive both prizes.
The final answer is 24.",1. Determine the least common multiple of two numbers; may be used in the context of finding the least common denominator for two fractions,5,1,1,1,1,1
38,"A bakery is having a sale on cookies. A pack of chocolate chip cookies costs $4.20 and a pack of oatmeal cookies costs $3.50. If Sara wants to buy 2 packs of chocolate chip cookies and 3 packs of oatmeal cookies, how much will she spend in total?","To find the total amount Sara will spend, we first need to calculate the cost of the chocolate chip cookies and the oatmeal cookies separately. 
The cost of 2 packs of chocolate chip cookies is 2 x $4.20 = $8.40.
The cost of 3 packs of oatmeal cookies is 3 x $3.50 = $10.50.
To find the total amount Sara will spend, we need to add these amounts together.
$8.40 + $10.50 = $18.90
The final answer is 18.90","1. Single-step and multistep addition, subtraction, and/or multiplication of decimals",5,1,1,1,1,1
39,"A bakery is having a sale on cookies. They are selling a box of 18 cookies for $6.50. If Sara wants to buy 4 boxes of cookies, how much will she pay in total, and if she pays with a $20 bill, how much change will she get back?","To find the total amount Sara will pay for the cookies, we first need to multiply the number of boxes she wants to buy (4) by the cost per box ($6.50).
4 x 6.50 = 26.00
This means she will pay $26.00 for the cookies.
To find the change she will get back after paying with a $20 bill, we need to subtract the amount she paid ($26.00) from the $20 bill. However, since she can't pay with a $20 bill because it's not enough, let's assume she actually pays with a bigger bill or other sufficient payment method, and we are just finding the total cost and then the change if she paid with a sufficient amount, like a $50 or $100 bill.
First, let's find the total cost, which we already found to be $26.00. 
Now, if she paid with a $20 bill, she wouldn't have enough money, so she must have paid with more than $26, let's say she paid with a $50 bill. 
50 - 26 = 24
The final answer is 24.","1. Single-step and multistep addition, subtraction, multiplication, and/or division with whole numbers where:
   i) sums, differences, and products do not exceed five digits;
   ii) factors do not exceed two digits by three digits;
   iii) divisors do not exceed two digits; or
   iv) dividends do not exceed four digits
2. Single-step and multistep addition, subtraction, and/or multiplication of decimals",5,1,0,1,0,0
40,A bakery is having a sale where every 8th customer receives a free cake and every 12th customer receives a free pastry. Which customer will be the first one to win both a free cake and a free pastry?,"To find the first customer who will receive both a free cake and a free pastry, we need to find the least common multiple between the winners of the free cake (every 8th customer) and the winners of the free pastry (every 12th customer). 
To find the least common multiple, we can list the multiples of 8 and 12 and find the smallest number that appears in both lists.
The multiples of 8 are: 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192, 200, 208, 216, 224, 232, 240.
The multiples of 12 are: 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 132, 144, 156, 168, 180, 192, 204, 216, 228, 240.
We can see that the first number that appears in both lists is 24.
This means the 24th customer will be the first to receive both prizes.
The final answer is 24.",1. Determine the least common multiple of two numbers; may be used in the context of finding the least common denominator for two fractions,5,1,1,1,1,1
41,A bakery is making a large cake that is 12 inches wide and 8 inches long. What is the area of the cake?,"To find the area of the cake, we need to multiply the width by the length. 
The width of the cake is 12 inches and the length is 8 inches. 
So, we multiply 12 x 8 = 96.
The final answer is 96.","1. Single-step or multistep multiplication with whole numbers using a) a two-digit factor and a one-digit factor, b) a three-digit factor and a one-digit factor or c) a two-digit factor and a two-digit factor
2. Area and/or perimeter of rectangles or squares",4,1,1,1,1,1
42,A bakery is making a large cookie that will be cut into a rectangular shape with a width of 8 inches and a length of 6 inches. What is the area of the cookie?,"To find the area of the cookie, we need to multiply the width of the cookie by the length of the cookie. 
The width of the cookie is 8 inches and the length is 6 inches. 
So, we multiply 8 (width) by 6 (length). 
8 x 6 = 48
The final answer is 48.","1. Single-step or multistep multiplication with whole numbers using a) a two-digit factor and a one-digit factor, b) a three-digit factor and a one-digit factor or c) a two-digit factor and a two-digit factor
2. Area and/or perimeter of rectangles or squares",4,1,1,1,1,1
43,"A bakery is making a special batch of bread for a holiday sale. They made 12 loaves on Monday, 15 loaves on Tuesday, 18 loaves on Wednesday, and 21 loaves on Thursday. If this pattern continues, how many loaves will the bakery make on Friday?","To find out how many loaves the bakery will make on Friday, we need to look at the pattern of the number of loaves they made each day. 
The bakery made 12 loaves on Monday, 15 loaves on Tuesday, 18 loaves on Wednesday, and 21 loaves on Thursday. 
Let's look at the differences between each day: 
15 - 12 = 3 
18 - 15 = 3 
21 - 18 = 3 
We can see that each day the bakery made 3 more loaves than the previous day. 
Since the pattern continues, the bakery will make 3 more loaves on Friday than on Thursday. 
The bakery made 21 loaves on Thursday, so they will make 21 + 3 = 24 loaves on Friday. 
The final answer is 24.","1. Identifying, describing, and/or extending increasing and decreasing patterns with single-operation input and output rules (limited to addition, subtraction, multiplication, and division of whole numbers; addition and subtraction of fractions with like denominators of 12 or less; and addition and subtraction of decimals expressed in tenths or hundredths)",5,1,1,1,1,1
